# Generated by tools/parity_index.py. Do not hand-edit: rebuild with `just parity-update` and
# review the diff, the same rule the generated data tables live under.
#
# One row per vanilla citation in `crates/*/src`. `vanilla_hash` keys the cited lines as they exist
# in the decompiled tree; `our_hash` keys the body of the Rust item the citation is attached to,
# with comment-only lines dropped. `just check-parity` recomputes both and fails when either moved,
# naming which: the vanilla side means the citation drifted or the tree was regenerated, our side
# means the transcription was edited after it was checked against the game.
#
# This says whether a transcription is still the code it was checked against. It never says whether
# it is correct. `just parity-coverage` says what is cited by nothing at all, which is the other
# half and the half that cannot overstate.
rust_file	item	vanilla_file	lines	vanilla_hash	our_hash
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn fire_spread	NPC.cs	42760-42766	e70d107f9a0d	6d6aa7101d7c
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	42900-43370	17847c0b2de3	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	42906-42911	dc912a656e4b	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	42988-42996	c3852161d74a	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	43072-43079	0096bc4137a6	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	43125-43178	145c219a5e7b	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	43196-43237	8f73b16a7a71	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn free_eye	NPC.cs	43326-43345	557a7bb1fac1	512b14eb2f43
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn openness	NPC.cs	42088	a1eddde699ad	b17f539dbd30
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn openness	NPC.cs	42173-42241	2da227a185b8	b17f539dbd30
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn openness	NPC.cs	42610	a1eddde699ad	b17f539dbd30
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn openness	NPC.cs	42716	9f783e712987	b17f539dbd30
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn openness	NPC.cs	42722	a1eddde699ad	b17f539dbd30
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn run_hand_attack	NPC.cs	42128-42159	a736392ed7c8	09f7cc8fe6ba
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn run_hand_attack	NPC.cs	42184-42260	6f3b96ef1433	09f7cc8fe6ba
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn run_head_attack	NPC.cs	42606-42690	c5d483f2f2a7	8900548bd75b
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn run_head_attack	NPC.cs	42719-42755	c4b840d95226	8900548bd75b
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn step_timeline	NPC.cs	42027-42055	74dc25d9455e	003abf9a015c
crates/terrustia/src/game/ai/boss/moon_lord.rs	fn step_timeline	NPC.cs	42541-42566	f5834a75beec	003abf9a015c
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn a_free_eye_runs_its_whole_attack_script	NPC.cs	7009-7033	3717cd988a0b	ac86034282b9
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn a_socket_cannot_be_hurt_while_its_eye_is_shut	NPC.cs	42023	8b581b9320f6	e91f235f54aa
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn a_socket_cannot_be_hurt_while_its_eye_is_shut	NPC.cs	42532	e14479ab41e5	e91f235f54aa
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn breaking_a_socket_opens_it_and_frees_an_eye	NPC.cs	78864-78876	e8b1916ee214	3c0425d3f243
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn breaking_a_socket_opens_it_and_frees_an_eye	NPC.cs	78873	6cca228bcef3	3c0425d3f243
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn its_two_hands_seat_on_opposite_sides	NPC.cs	41649	ca4ec4481daf	d98ec17153bc
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn losing_every_limb_is_not_a_death	NPC.cs	41697-41722	1a2203768930	721613aa0b0e
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn the_death_drama_clears_the_stage_after_one_second	NPC.cs	41752-41764	e94ee890774a	616174fd3fd8
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn the_dying_core_snaps_onto_its_upward_drift	NPC.cs	41740	f03a3c8c301c	3622877e1422
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn the_exposed_core_dies_only_after_its_death_drama	NPC.cs	41869-41875	0228d235f4ac	15b1b955c352
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn the_exposed_core_dies_only_after_its_death_drama	NPC.cs	78878-78883	3d3e604e597b	15b1b955c352
crates/terrustia/src/game/ai/boss/moon_lord.rs	mod tests :: fn the_head_puts_out_three_leeches_a_cycle_and_puts_them_on_the_player	NPC.cs	42741	f264eac6579e	c8a1a94b82d7
crates/terrustia/src/game/ai/boss/plantera.rs	fn bite	NPC.cs	32400-32410	5fdfee189176	33db4c464c7c
crates/terrustia/src/game/ai/boss/plantera.rs	fn hook	NPC.cs	32331-32335	020cc5297e29	d1ec5997b6fd
crates/terrustia/src/game/ai/boss/plantera.rs	fn hook	NPC.cs	32440-32447	cff7696856c3	d1ec5997b6fd
crates/terrustia/src/game/ai/boss/plantera.rs	fn hook	NPC.cs	32448-32455	1ed34f58a9a3	d1ec5997b6fd
crates/terrustia/src/game/ai/boss/plantera.rs	fn plantera	NPC.cs	32235-32248	4172c82c6d04	4a08bb1889bb
crates/terrustia/src/game/ai/boss/plantera.rs	fn plantera	NPC.cs	32244	cb5dfc9df08b	4a08bb1889bb
crates/terrustia/src/game/ai/boss/plantera.rs	fn plantera	NPC.cs	32250-32264	eb54bbfe4eaf	4a08bb1889bb
crates/terrustia/src/game/ai/boss/plantera.rs	fn plantera	NPC.cs	32277-32315	9fe816f720c7	4a08bb1889bb
crates/terrustia/src/game/ai/boss/plantera.rs	fn plantera	NPC.cs	32505-32508	781d0f62ab58	4a08bb1889bb
crates/terrustia/src/game/ai/boss/plantera.rs	fn tentacle	NPC.cs	32504-32508	90ecd2a91674	38d1900c880f
crates/terrustia/src/game/ai/boss/plantera.rs	fn tentacle	NPC.cs	32541-32545	d90b9faf8c03	38d1900c880f
crates/terrustia/src/game/ai/boss/plantera.rs	fn tentacle	NPC.cs	32546-32547	49080ddeca6d	38d1900c880f
crates/terrustia/src/game/ai/boss/plantera.rs	fn tentacle	NPC.cs	32557	3c2cf7a23762	38d1900c880f
crates/terrustia/src/game/ai/boss/plantera.rs	fn tentacle	NPC.cs	32605-32614	4dfb8bfa664a	38d1900c880f
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn a_hook_borne_tentacle_orbits_its_hook	NPC.cs	32504-32508	90ecd2a91674	634ba256ce0b
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn a_hook_borne_tentacle_orbits_its_hook	NPC.cs	32541-32545	d90b9faf8c03	634ba256ce0b
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn a_wounded_hook_bites_the_room_you_are_standing_in	NPC.cs	32400-32410	5fdfee189176	06268438406e
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn an_enraged_hook_lets_go_sooner_and_travels_twice_as_fast	NPC.cs	32333	a46169197aad	48e8f6026c53
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn an_enraged_hook_lets_go_sooner_and_travels_twice_as_fast	NPC.cs	32364	843f40c960a0	48e8f6026c53
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn an_enraged_hook_lets_go_sooner_and_travels_twice_as_fast	NPC.cs	32440-32447	cff7696856c3	48e8f6026c53
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn an_enraged_hook_lets_go_sooner_and_travels_twice_as_fast	NPC.cs	32448-32455	1ed34f58a9a3	48e8f6026c53
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn expert_grows_a_set_of_tentacles_per_hook	NPC.cs	32235-32248	4172c82c6d04	922f7adfa984
crates/terrustia/src/game/ai/boss/plantera.rs	mod tests :: fn expert_regrows_the_body_tentacles_you_kill	NPC.cs	32250-32264	eb54bbfe4eaf	812844e2a972
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	27806-27832	573832d4e7e9	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	27824	a05d91f6b699	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	27831	a05d91f6b699	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	27970	7ebd36a87b83	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	28034-28035	d3f1581adcdb	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	28100-28103	822b168a8d18	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	fn prime_head	NPC.cs	28105-28113	a62d322a5798	93e273add358
crates/terrustia/src/game/ai/boss/prime.rs	mod tests :: fn daylight_enrages_prime	NPC.cs	28034-28035	d3f1581adcdb	f3025a6135a6
crates/terrustia/src/game/ai/boss/prime.rs	mod tests :: fn the_expert_spins_first_range_step_is_the_gentle_one	NPC.cs	27968-28008	a895cc6b8fd0	781027dad503
crates/terrustia/src/game/ai/boss/prime.rs	mod tests :: fn the_vice_and_the_laser_get_a_head_start	NPC.cs	27824	a05d91f6b699	63fea919b2f9
crates/terrustia/src/game/ai/boss/prime.rs	mod tests :: fn the_vice_and_the_laser_get_a_head_start	NPC.cs	27831	a05d91f6b699	63fea919b2f9
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn close_on_hard	NPC.cs	31011-31042	9e46d570914a	feb2720a9a84
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30434-30471	2ba0d8d4c2f6	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30749	19e79c4f7446	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30787	b4f77fc78e47	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30821-30828	8806a3585642	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30829	749bad63ad4b	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30845-30890	576e02884560	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30910	b22b15a0e7cf	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30923	281653a3bab0	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30960-31005	14c183bdc754	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	30972,31010	6b4bd436db53	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	31006-31043	292eb565a79f	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	31044-31051	5b2376ee2b0b	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	fn update	NPC.cs	31053-31076	179f429d85ef	8f7414fc060e
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn her_climb_has_no_hover_speed_cap	NPC.cs	30749	19e79c4f7446	88bafeb1420d
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn her_sting_approach_has_no_speed_cap	NPC.cs	31010	8216a76c3a9d	b55d41ab6831
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn out_running_her_makes_her_give_chase_not_despawn	NPC.cs	31053-31076	179f429d85ef	b9350fc7f3d0
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn she_repositions_toward_a_fleeing_player_during_the_summon	NPC.cs	30845-30890	576e02884560	1c3b69e16a1c
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn she_will_not_call_bees_through_a_wall	NPC.cs	30829	749bad63ad4b	83af696015c9
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn she_will_not_spit_stingers_through_a_wall	NPC.cs	30923	281653a3bab0	b35520abeb27
crates/terrustia/src/game/ai/boss/queen_bee.rs	mod tests :: fn the_sting_phase_lasts_its_full_length	NPC.cs	31044-31051	5b2376ee2b0b	81a06a29291f
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn movement	NPC.cs	45703-45708	13b9885391d1	580ff3b37270
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn movement	NPC.cs	46024-46118	fb07b7ed2545	580ff3b37270
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn movement	NPC.cs	46057	ab16c1d95ab0	580ff3b37270
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn movement	NPC.cs	46159-46236	ff5c589a00ca	580ff3b37270
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn queen_slime	NPC.cs	46251-46309	10c9bea7cbb1	144d25df14d1
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn shed_minions	NPC.cs	46251-46309	10c9bea7cbb1	142202e35d69
crates/terrustia/src/game/ai/boss/queen_slime.rs	fn shed_minions	NPC.cs	46263-46270	f0691b463ddb	142202e35d69
crates/terrustia/src/game/ai/boss/queen_slime.rs	mod tests :: fn crossing_half_health_resets_its_state	NPC.cs	46263-46270	f0691b463ddb	295f3a9ff0e9
crates/terrustia/src/game/ai/boss/queen_slime.rs	mod tests :: fn its_first_tick_seeds_the_shedding_watermark	NPC.cs	45703-45708	13b9885391d1	52837621a922
crates/terrustia/src/game/ai/boss/queen_slime.rs	mod tests :: fn losing_a_slice_of_its_life_sheds_minions	NPC.cs	46271-46309	51fa14525a39	3b674af4ff8d
crates/terrustia/src/game/ai/boss/skeletron.rs	const HOVER_DAMPING	NPC.cs	22169	d0413edbf2a7	d5a4d5bfc2b2
crates/terrustia/src/game/ai/boss/skeletron.rs	const HOVER_DAMPING	NPC.cs	22432	e8e554bfe01c	d5a4d5bfc2b2
crates/terrustia/src/game/ai/boss/skeletron.rs	fn hand	NPC.cs	22428-22478	f88086db8075	0b8ef377e881
crates/terrustia/src/game/ai/boss/skeletron.rs	fn hand	NPC.cs	22479-22489	1c6cb20bb10c	0b8ef377e881
crates/terrustia/src/game/ai/boss/skeletron.rs	fn hand	NPC.cs	22496-22546	642beee75144	0b8ef377e881
crates/terrustia/src/game/ai/boss/skeletron.rs	fn hand	NPC.cs	22547-22592	70e0f600c30d	0b8ef377e881
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22019	2f1f36f03409	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22059-22114	bc9e5298acd8	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22264	5f853802fde4	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22292-22332	6dd8ed34af4e	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22333-22342	d6de7340535f	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	fn head	NPC.cs	22357-22358	d3f1581adcdb	d3900991d168
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn a_hand_damps_a_wrong_way_drift_at_its_own_rate	NPC.cs	22169	d0413edbf2a7	ae43ba58a760
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn a_hand_damps_a_wrong_way_drift_at_its_own_rate	NPC.cs	22432	e8e554bfe01c	ae43ba58a760
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn a_hand_winds_up_from_its_low_dock_and_lunges	NPC.cs	22422-22478	05a4bafab4eb	76983b7c75b5
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn breaking_its_hands_makes_it_charge_harder	NPC.cs	22292-22332	6dd8ed34af4e	576b5412932c
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn breaking_its_hands_makes_it_charge_harder	NPC.cs	22333-22342	d6de7340535f	576b5412932c
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn daylight_makes_it_lethal_rather_than_ending_it	NPC.cs	22357-22358	d3f1581adcdb	9911a0718b07
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn expert_hands_dock_at_twice_the_rate	NPC.cs	22496-22546	642beee75144	1d9dffbfd97f
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn expert_hands_dock_at_twice_the_rate	NPC.cs	22547-22592	70e0f600c30d	1d9dffbfd97f
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn expert_hands_wind_up_half_again_as_fast	NPC.cs	22479-22489	1c6cb20bb10c	eb96a44c6f1b
crates/terrustia/src/game/ai/boss/skeletron.rs	mod tests :: fn spinning_is_when_its_guard_drops	NPC.cs	22019	2f1f36f03409	4185bd709f17
crates/terrustia/src/game/ai/boss/tablet.rs	fn tablet	NPC.cs	37183-37185	d217df246cf6	7e5e5dd9818c
crates/terrustia/src/game/ai/boss/tree.rs	fn ground_beneath	NPC.cs	33276,33286	a712c0a49b60	23bffa55ff85
crates/terrustia/src/game/ai/boss/tree.rs	fn hover	NPC.cs	33274-33323	4cf96d5043be	baa9108d6c7e
crates/terrustia/src/game/ai/boss/tree.rs	fn throw	NPC.cs	33088-33090	5fcb021edd52	145b0f076d2d
crates/terrustia/src/game/ai/boss/tree.rs	fn tree	NPC.cs	33044	bdfb5571c1e7	c6e3a8a0b7a5
crates/terrustia/src/game/ai/boss/tree.rs	fn tree	NPC.cs	33087-33088	6a14646a9826	c6e3a8a0b7a5
crates/terrustia/src/game/ai/boss/tree.rs	fn tree	NPC.cs	33274-33323	4cf96d5043be	c6e3a8a0b7a5
crates/terrustia/src/game/ai/boss/tree.rs	fn tree	NPC.cs	78735-78738	6bb152bcea37	c6e3a8a0b7a5
crates/terrustia/src/game/ai/boss/tree.rs	mod tests :: fn a_tree_moves_vertically	NPC.cs	33274-33323	4cf96d5043be	0221f6666ec8
crates/terrustia/src/game/ai/boss/tree.rs	mod tests :: fn everscream_ornaments_scatter_and_loft	NPC.cs	33088-33090	5fcb021edd52	373158017b33
crates/terrustia/src/game/ai/boss/tree.rs	mod tests :: fn it_aims_at_the_players_top_not_their_middle	NPC.cs	33087-33088	6a14646a9826	55d273752cde
crates/terrustia/src/game/ai/boss/twins.rs	fn aimed_shot	NPC.cs	26794-26798	f87d2e26e669	9f8faeb59359
crates/terrustia/src/game/ai/boss/twins.rs	fn second_form	NPC.cs	26944-26948	43bd691bc9ad	5564b8f020eb
crates/terrustia/src/game/ai/boss/twins.rs	fn spazmatism_second_form	NPC.cs	27555-27795	44c0e36871f9	db850275cfe7
crates/terrustia/src/game/ai/boss/twins.rs	fn spazmatism_second_form	NPC.cs	27757-27762	ab9d1d33b402	db850275cfe7
crates/terrustia/src/game/ai/boss/twins.rs	fn twin	NPC.cs	26872-26876	847d71668f1a	658b505ec503
crates/terrustia/src/game/ai/boss/twins.rs	fn twin	Projectile.cs	12781-12790	1e3d256227ba	658b505ec503
crates/terrustia/src/game/ai/boss/twins.rs	mod tests :: fn a_hurt_eye_transforms	NPC.cs	26872-26876	847d71668f1a	0fcacbc8acee
crates/terrustia/src/game/ai/boss/twins.rs	mod tests :: fn for_the_worthy_hovers_faster	NPC.cs	26944-26948	43bd691bc9ad	11565dedb965
crates/terrustia/src/game/ai/boss/twins.rs	mod tests :: fn spazmatism_dashes_half_again_as_fast_in_expert	NPC.cs	27757-27762	ab9d1d33b402	69cb27767754
crates/terrustia/src/game/ai/boss/wall.rs	fn ease_toward	NPC.cs	25902-25976	be19273f6307	117a165b6078
crates/terrustia/src/game/ai/boss/wall.rs	fn eye	NPC.cs	26215-26217	98c6d4a38991	393b572a427e
crates/terrustia/src/game/ai/boss/wall.rs	fn hungry	NPC.cs	26372-26400	a9b66ab18acf	405b91fef750
crates/terrustia/src/game/ai/boss/wall.rs	fn hungry	NPC.cs	26406-26408	47754f5c765a	405b91fef750
crates/terrustia/src/game/ai/boss/wall.rs	fn hungry	NPC.cs	26406-26430	8ab626ecf598	405b91fef750
crates/terrustia/src/game/ai/boss/wall.rs	fn wall	NPC.cs	25789-25790	941511fd6b3c	ecb2629628df
crates/terrustia/src/game/ai/boss/wall.rs	fn wall	NPC.cs	25866-25997	1bab7b665421	ecb2629628df
crates/terrustia/src/game/ai/boss/wall.rs	fn wall	NPC.cs	26192,26194	bebb4602dc74	ecb2629628df
crates/terrustia/src/game/ai/boss/wall.rs	fn wall	NPC.cs	26197	9c1d3be83a7b	ecb2629628df
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn an_eye_on_a_leftward_wall_fires_at_a_player_on_its_left	NPC.cs	26216	c5d48fe56cc2	ff30777cd81f
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn expert_mode_computes_its_leash_from_its_own_npc_slot	NPC.cs	26406-26430	8ab626ecf598	9dbfd258025c
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn expert_mode_does_not_apply_the_ordinary_defence_bump	NPC.cs	26372-26408	ce3e11a89ac9	072eeefc543d
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn expert_mode_gives_it_extra_top_speed_while_trailing_the_wall	NPC.cs	26512-26519	62e4ad40f67a	3c345dd8647b
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn expert_mode_raises_the_hungrys_own_top_speed	NPC.cs	26488-26511	08fd960c9391	8d19337fdfc5
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn expert_mode_speeds_up_the_pull_instead_of_lengthening_the_leash	NPC.cs	26380-26400	25a565af03c6	f6b1428c7d56
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn it_recentres_into_the_underworld_shaft	NPC.cs	25866-25997	1bab7b665421	dce2927e58f1
crates/terrustia/src/game/ai/boss/wall.rs	mod tests :: fn its_hungry_carry_their_band_in_ai0_not_a_flattened_sign	NPC.cs	26197	9c1d3be83a7b	df8fa87c22cc
crates/terrustia/src/game/ai/caster.rs	fn aim	NPC.cs	21269-21288	c552a95a9fa0	9e1b12d88244
crates/terrustia/src/game/ai/caster.rs	fn lantern_spot	NPC.cs	21196-21231	f080c04cfc32	f9ef268288c4
crates/terrustia/src/game/ai/caster.rs	fn update	NPC.cs	21155-21186	7680825965e6	e2ce847cbe41
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn a_desert_djinn_drops_five_lanterns_around_its_target	NPC.cs	21190-21237	3dc3684841f6	c0968341dc12
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn a_fire_imps_five_is_its_blink_delay_and_not_its_reach	NPC.cs	21160-21164	371093c66e78	14b070194357
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn a_rune_wizard_throws_six_bolts_a_cycle	NPC.cs	21095-21101	84396222de42	684c2800f605
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn a_rune_wizard_throws_six_bolts_a_cycle	NPC.cs	21339-21352	8ead4b654685	684c2800f605
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn every_style_eight_type_has_a_spell	NPC.cs	21082-21155	cde09d3dfce5	c47e3a949be4
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn expert_shots_carry_four_fifths_of_the_listed_damage	NPC.cs	21290	89fe60771476	efbb83087db9
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn the_dungeon_casters_cut_their_cycle_short	NPC.cs	21093	9c1d3be83a7b	032e0dad2cb4
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn the_dungeon_casters_cut_their_cycle_short	NPC.cs	21121	9c1d3be83a7b	032e0dad2cb4
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn the_dungeon_casters_cut_their_cycle_short	NPC.cs	21146	7a9b4db80737	032e0dad2cb4
crates/terrustia/src/game/ai/caster.rs	mod tests :: fn the_dungeon_casters_cut_their_cycle_short	NPC.cs	21151	5dcfd0d9273a	032e0dad2cb4
crates/terrustia/src/game/ai/creeper.rs	fn update	NPC.cs	32950-32965	4964d6105937	1cf574683051
crates/terrustia/src/game/ai/creeper.rs	fn update	NPC.cs	32968-32972	b129075d1c2d	1cf574683051
crates/terrustia/src/game/ai/creeper.rs	fn update	NPC.cs	32974-32990	8c4347d93974	1cf574683051
crates/terrustia/src/game/ai/creeper.rs	mod tests :: fn a_hit_knocks_a_charging_creeper_back_into_orbit	NPC.cs	32974-32990	8c4347d93974	71f0bef9bd66
crates/terrustia/src/game/ai/creeper.rs	mod tests :: fn an_expert_charge_keeps_bending_toward_you	NPC.cs	32950-32965	4964d6105937	4cd238b0ea27
crates/terrustia/src/game/ai/critter.rs	fn butterfly	NPC.cs	45387-45445	ade6a1e6ac4a	5989959321cd
crates/terrustia/src/game/ai/critter.rs	fn butterfly	NPC.cs	45549-45553	6e61d73bec65	5989959321cd
crates/terrustia/src/game/ai/critter.rs	fn firefly	NPC.cs	34446	8b635047a0d4	4e92716be1f4
crates/terrustia/src/game/ai/critter.rs	fn firefly	NPC.cs	34451	480837b3dea4	4e92716be1f4
crates/terrustia/src/game/ai/critter.rs	mod firefly_tests :: fn a_shimmerfly_bolts_from_company	NPC.cs	34444-34453	7b426ea31f8a	eeedf3b299f5
crates/terrustia/src/game/ai/critter.rs	mod tests :: fn a_lacewing_goes_when_the_player_leaves_the_hallow	NPC.cs	45400-45409	ccd242c372aa	3200428e067f
crates/terrustia/src/game/ai/critter.rs	mod tests :: fn a_lacewing_keeps_a_fade_counter_where_a_butterfly_keeps_its_variety	NPC.cs	45387-45414	046f8637dab5	0ad34bfde0cc
crates/terrustia/src/game/ai/critter.rs	mod tests :: fn a_lacewing_left_alone_in_the_hallow_fades_but_stays	NPC.cs	45389-45409	1f19cc8ba982	1ba29307b3f6
crates/terrustia/src/game/ai/fighter.rs	(file)	NPC.cs	60729-60734	ef67c03cce7c	6295a7e571ed
crates/terrustia/src/game/ai/fighter.rs	(file)	NPC.cs	78565-78572	3fa53b967caf	6295a7e571ed
crates/terrustia/src/game/ai/fighter.rs	fn work_at_door	NPC.cs	60601	064ea8ebc500	e2265881985e
crates/terrustia/src/game/ai/fighter.rs	mod tests :: fn a_for_the_worthy_seed_keeps_a_zombie_out_on_a_blood_moon	NPC.cs	60601	064ea8ebc500	04909ee49b30
crates/terrustia/src/game/ai/fish.rs	fn update	NPC.cs	23886-23891	221853a0de16	b6f0fb6c4b3c
crates/terrustia/src/game/ai/fish.rs	mod tests :: fn an_arapaima_outswims_a_shark_and_surges_rather_than_riding_its_cap	NPC.cs	23892-23919	777b867e66cd	baf1053bb98d
crates/terrustia/src/game/ai/fish.rs	mod tests :: fn only_the_arapaima_sheds_speed_when_it_turns	NPC.cs	23886-23891	221853a0de16	70c643d679c6
crates/terrustia/src/game/ai/granite.rs	fn update	NPC.cs	39014	e1a9c955566a	c10ab618e2d3
crates/terrustia/src/game/ai/granite.rs	fn update	NPC.cs	39024	1e88e13fb2eb	c10ab618e2d3
crates/terrustia/src/game/ai/hardmode/big_mimic.rs	fn big_mimic	NPC.cs	37956-37959	3608700551f1	df22e3b27bb1
crates/terrustia/src/game/ai/hardmode/big_mimic.rs	fn big_mimic	NPC.cs	37968	ef9f63c5ba40	df22e3b27bb1
